-BEGIN HEADER-
NASA/POWER Agroclimatology Daily Averaged Data
Dates (month/day/year): 01/01/2015 through 12/31/2017
Location: Latitude 27.644   Longitude 84.349
Location clarification: Integer values may indicate the lower left (south and west) corner of the one degree lat/lon region that includes the requested locations
Elevation (meters): Average for one degree lat/lon region = 422
Methodology Documentation:
http://power.larc.nasa.gov/common/AgroclimatologyMethodology/Agro1d0_Methodology_Content.html
Parameter(s):
DOY      Day of Year
toa_dwn  Average Top-of-atmosphere Insolation (MJ/m^2/day)  
swv_dwn  Average Insolation Incident On A Horizontal Surface (MJ/m^2/day)  
lwv_dwn  Average Downward Longwave Radiative Flux (MJ/m^2/day)  
T2M      Average Air Temperature At 2 m Above The Surface Of The Earth (degreesC)  
T2MN     Minimum Air Temperature At 2 m Above The Surface Of The Earth (degreesC)  
T2MX     Maximum Air Temperature At 2 m Above The Surface Of The Earth (degreesC)  
RH2M     Relative Humidity At 2 m (%)  
DFP2M    Dew/Frost Point Temperature At 2 m (degreesC)  
RAIN     Average Precipitation (mm/day)  
WS10M    Wind Speed At 10 m Above The Surface Of The Earth (m/s)  
*Vegetation type: "Airport": flat rough grass
*Monthly surface roughness exponents:            
YEAR DOY toa_dwn swv_dwn lwv_dwn     T2M    T2MN    T2MX    RH2M   DFP2M    RAIN   WS10M
-END HEADER-
2015   1   21.35    5.22   29.59   17.69   11.42   24.72   53.78    8.25    0.24    2.75
2015   2   21.64    3.53   32.04   19.17   15.40   26.26   68.69   13.37    0.00    1.84
2015   3   21.56    3.60   31.50   20.15   15.14   27.02   69.24   14.43    1.44    1.73
2015   4   21.31   13.61   28.84   18.69   13.51   24.12   67.21   12.58    0.00    3.13
2015   5   21.82    7.06   30.42   15.73   10.09   23.50   49.48    5.18    0.00    2.68
2015   6   21.71    9.40   28.12   15.43    9.24   23.42   39.90    1.76    0.00    1.80
2015   7   21.89   13.43   25.67   16.22   11.03   23.83   39.21    2.22    0.00    1.74
2015   8   22.43   14.11   25.67   16.19   10.79   24.17   43.16    3.59    0.00    1.88
2015   9   22.25   13.36   26.21   15.41    9.25   24.79   36.86    0.62    0.00    2.70
2015  10   21.92    9.04   27.29   13.53    6.26   22.72   33.83   -2.23    0.00    2.32
2015  11   22.39    9.11   26.42   15.05    9.00   24.22   29.97   -2.54    0.03    1.60
2015  12   22.18   12.64   25.06   15.43    8.88   24.74   29.70   -2.33    0.00    1.78
2015  13   22.79   14.40   24.80   15.85    9.31   25.35   28.91   -2.32    0.00    1.78
2015  14   22.68   14.90   24.44   16.83   11.68   25.47   31.33   -0.38    0.00    2.01
2015  15   22.93   15.37   24.16   17.03   11.66   25.53   35.56    1.56    0.00    1.89
2015  16   22.46   14.47   25.74   16.84   11.35   25.39   34.12    0.81    0.00    2.42
2015  17   22.90   10.76   28.12   15.93   10.28   24.77   34.72    0.25    0.00    2.28
2015  18   22.90   12.10   27.76   14.94    8.53   24.08   39.71    1.25    0.00    2.66
2015  19   23.18   10.98   27.50   14.59    8.97   23.42   33.99   -1.23    0.00    2.38
2015  20   22.86   14.15   25.45   14.66    8.42   23.33   31.37   -2.26    0.00    2.12
2015  21   22.75   16.63   22.86   15.82    9.06   24.99   28.40   -2.59    0.00    1.88
2015  22   23.58   15.80   25.24   17.58   10.53   26.53   24.28   -3.16    1.11    1.81
